factid,timeid,clientid,addressid,productid,orderid,orderlineid,SALES,DEALSIZE
1744,552,481,1744,1744,552,1744,3659.32,Medium
1745,107,20,1745,1744,107,1745,2443.6,Small
1746,554,554,1746,1744,554,1746,2349.9,Small
1747,109,109,1747,1744,109,1747,1646.19,Small
1748,110,16,1748,1744,110,1748,1670.26,Small
1749,111,42,1749,1744,111,1749,1467.48,Small
1750,112,112,1750,1744,112,1750,2748.56,Small
1751,113,113,1751,1744,113,1751,1522.4,Small
1752,560,161,1752,1744,560,1752,3255.36,Medium
1753,115,115,1753,1744,115,1753,3535.03,Medium
1754,116,116,1754,1744,116,1754,2608.96,Small
1755,1226,37,1755,1744,1226,1755,1356.4,Small
1756,564,25,1756,1744,564,1756,1611.36,Small
1757,119,49,1757,1744,565,1757,2603.2,Small
1758,566,464,1758,1744,566,1758,2219.7,Small
1759,567,567,1759,1744,567,1759,1496.25,Small
1760,122,33,1760,1744,122,1760,1884,Small
1761,123,123,1761,1744,123,1761,2166.14,Small
1762,1233,481,1762,1744,1233,1762,2828.16,Small
1763,74,39,1763,1744,74,1763,6214.45,Medium
1764,572,108,1764,1744,572,1764,1867,Small
1765,128,128,1765,1744,128,1765,2676.72,Small
1766,574,25,1766,1744,574,1766,2182.44,Small
1767,575,1,1767,1744,575,1767,1611.4,Small
1768,131,131,1768,1744,131,1768,1479.84,Small
1769,1240,483,1769,1744,1240,1769,1424.22,Small
1770,527,202,1770,1770,527,1770,5942.28,Medium
1771,477,462,1771,1770,580,1771,2348.75,Small
1772,451,51,51,1770,451,648,4392.12,Medium
1773,452,203,1773,1770,452,450,2759.75,Small
1774,453,481,1774,1770,481,1257,2728.03,Small
1775,167,44,1775,1770,482,1775,2395.8,Small
1776,168,45,1776,1770,401,1776,3052.33,Medium
1777,169,188,1777,1770,456,163,4242,Medium
1778,1276,113,1778,1770,1276,279,2790.45,Small
1779,486,34,1779,1770,486,269,4340.49,Medium
1780,459,418,1780,1770,538,1780,2762.2,Small
1781,1404,188,1781,1770,1404,657,4645.72,Medium
1782,1405,25,1782,1770,1405,377,5580.96,Medium
1783,542,143,1783,1770,542,1170,6539.04,Medium
1784,110,24,1784,1770,592,72,5548.95,Medium
1785,178,25,1785,1770,544,553,4595.41,Medium
1786,467,202,1786,1770,494,1786,1859.44,Small
1787,47,462,1787,1770,495,1787,2093.76,Small
1788,1712,44,1788,1770,1712,294,4223.13,Medium
1789,498,25,1789,1770,498,1789,1596.76,Small
1790,550,131,1790,1770,550,1790,5820.35,Medium
1791,599,21,21,1770,599,1791,5296.5,Medium
1792,448,65,1792,1792,448,1792,930.9,Small
1793,162,162,1793,1792,162,1793,1207.44,Small
1794,163,44,1794,1792,163,1794,717.4,Small
1795,164,49,1795,1792,164,1795,1066.75,Small
1796,295,115,1796,1792,295,1796,1554,Small
1797,453,52,1797,1792,453,1797,1277.64,Small
1798,167,7,1798,1792,167,1798,1578.79,Small
1799,168,45,1799,1792,401,1799,917.7,Small
1800,169,25,1800,1792,169,1800,777,Small
1801,300,25,1801,1792,300,1801,1476.28,Small
1802,171,171,1802,1792,171,1802,1538.46,Small
1803,405,128,1803,1792,405,1803,891.2,Small
1804,173,24,1804,1792,173,1804,1706.8,Small
1805,174,174,1805,1792,174,1805,1373.6,Small
1806,462,462,1806,1792,462,1806,1205.59,Small
1807,176,171,1807,1792,176,1807,1427.4,Small
1808,464,464,1808,1792,464,1808,1649.28,Small
1809,178,168,1809,1792,178,1809,1383.03,Small
1810,45,23,1810,1792,412,1810,1229.51,Small
1811,467,65,1811,1792,467,1811,1140.48,Small
1812,20,10,10,1792,468,1812,1575.6,Small
1813,1161,25,1813,1792,1161,1813,1386.72,Small
1814,548,3,1814,1792,548,211,5018.4,Medium
1815,549,25,1815,1792,549,1377,5856.85,Medium
1816,472,44,1816,1792,472,599,4894.73,Medium
1817,418,418,1817,1792,418,1817,2094.32,Small
1818,185,20,1818,1792,185,1818,640.05,Small
1819,106,106,1819,1819,106,1819,3193.52,Medium
1820,107,20,1820,1819,107,1820,3066.7,Medium
1821,108,108,1821,1819,108,1821,3883.11,Medium
1822,189,44,1822,1819,189,1822,4814.25,Medium
1823,1823,313,1823,1819,1823,1823,2826.27,Small
1824,111,42,1824,1819,111,1824,1593.2,Small
1825,994,197,1825,1819,994,1825,3266.1,Medium
1826,113,109,1826,1819,193,1826,2453.55,Small
1827,114,114,1827,1819,114,1827,3910.4,Medium
1828,195,34,1828,1819,195,1828,1788,Small
1829,116,116,1829,1819,116,1829,3328.07,Medium
1830,1830,12,1830,1819,1830,1830,3788.4,Medium
1831,117,0,1831,1819,117,216,3053.7,Medium
1832,118,52,1832,1819,118,1832,2005.74,Small
1833,119,119,1833,1819,119,280,2796.12,Small
1834,120,120,1834,1819,120,1834,3159.96,Medium
1835,121,121,1835,1819,121,1835,3908.62,Medium
1836,122,202,1836,1819,202,1836,2606.48,Small
1837,1307,14,1837,1819,1307,1837,2081.76,Small
1838,1083,27,1838,1819,1083,1838,3519.85,Medium
1839,74,39,1839,1819,74,1839,10758,Large
1840,126,25,1840,1819,126,258,3021,Medium
1841,128,128,1841,1819,128,1841,1891.56,Small
1842,129,4,1842,1819,129,1842,4208.41,Medium
1843,340,44,1843,1819,340,1843,2246.4,Small
1844,132,121,1844,1819,132,1844,6107.4,Medium
1845,527,202,1845,1845,527,1845,1987.74,Small
1846,477,462,1846,1845,580,1846,4068.96,Medium
1847,451,51,51,1845,451,1847,2282.22,Small
1848,452,203,1848,1845,452,1848,1541,Small
1849,453,13,1849,1845,532,1849,1951.92,Small
1850,167,44,1850,1845,482,1850,3107.61,Medium
1851,168,45,1851,1845,401,1851,2328.64,Small
1852,169,188,1852,1845,456,1852,3184.8,Medium
1853,300,25,1853,1845,300,1853,2149.74,Small
1854,486,34,1854,1845,486,1854,3184.8,Medium
1855,459,418,1855,1845,538,1855,2114.58,Small
1856,1404,188,1856,1845,1404,1856,4256.56,Medium
1857,1405,25,1857,1845,1405,1857,2344.98,Small
1858,542,143,1858,1845,542,1858,2328.66,Small
1859,110,24,1859,1845,592,1859,3575.04,Medium
1860,178,25,1860,1845,544,1860,2076,Small
1861,45,23,1861,1845,412,1861,3305.25,Medium
1862,467,202,1862,1845,494,1862,1538.55,Small
1863,47,462,1863,1845,495,1412,3325.92,Medium
1864,1712,44,1864,1845,1712,1864,3662.52,Medium
1865,498,25,1865,1845,498,1865,3478.64,Medium
1866,550,131,1866,1845,550,1866,1057.29,Small
1867,599,21,21,1845,599,1867,3385.9,Medium
1868,161,161,1868,1868,161,1868,1892.1,Small
1869,162,162,1869,1868,162,1869,1707.14,Small
1870,163,44,1870,1868,163,1870,1785.51,Small
1871,164,49,1871,1868,164,1871,2057.4,Small
1872,4,4,1872,1868,4,1872,3490,Medium
1873,166,51,51,1868,166,1873,1707.14,Small
1874,167,7,1874,1868,167,1874,1506.96,Small
1875,168,168,1875,1868,168,1875,2880.48,Small
1876,169,25,1876,1868,169,1876,2206.6,Small
1877,9,9,1877,1868,9,1877,2351.04,Small
1878,171,171,1878,1868,171,1878,1205.04,Small
1879,172,106,1879,1868,172,1879,2935.15,Small
1880,173,24,1880,1868,173,1880,1263.84,Small
1881,174,174,1881,1868,174,1881,2935.15,Small
1882,175,175,1882,1868,175,1882,1224.6,Small
1883,176,171,1883,1868,176,1883,1359.4,Small
1884,177,177,1884,1868,177,1884,1822.18,Small
1885,178,168,1885,1868,178,1885,2163.72,Small
1886,179,27,1886,1868,179,1886,1591.98,Small
1887,467,65,1887,1868,467,644,3078.5,Medium
1888,20,10,10,1868,468,1888,2997.6,Small
1889,1161,25,1889,1868,1161,1889,2747.8,Small
1890,182,182,1890,1868,182,1890,2447.76,Small
1891,549,25,1891,1868,549,1891,1910.84,Small
1892,472,44,1892,1868,472,1892,2430.64,Small
1893,185,20,1893,1868,185,1893,2896.3,Small
1894,552,481,1894,1894,552,1894,1630.6,Small
1895,107,20,1895,1894,107,1895,1459.6,Small
1896,554,554,1896,1894,554,1896,1716.22,Small
1897,109,109,1897,1894,109,1897,2560.47,Small
1898,110,16,1898,1894,110,1898,1900.26,Small
1899,111,42,1899,1894,111,1899,2019.84,Small
1900,112,112,1900,1894,112,1900,1988.28,Small
1901,113,113,1901,1894,113,1901,1449.84,Small
1902,560,161,1902,1894,560,1902,1935.09,Small
1903,115,115,1903,1894,115,1903,2793.24,Small
1904,116,116,1904,1894,116,1904,3025.05,Medium
1905,1226,37,1905,1894,1226,1905,1742.5,Small
1906,564,25,1906,1894,564,1906,3236.1,Medium
1907,119,49,1907,1894,565,1907,1735.92,Small
1908,566,464,1908,1894,566,1908,2795.13,Small
1909,567,567,1909,1894,567,1909,1671.52,Small
1910,122,33,1910,1894,122,1910,1576.74,Small
1911,123,123,1911,1894,123,1911,3615.71,Medium
1912,1233,481,1912,1894,1233,1912,1459.6,Small
1913,74,39,1913,1894,74,1913,2891.01,Small
1914,572,108,1914,1894,572,1914,2598.44,Small
1915,21,21,21,1894,21,462,3871.92,Medium
1916,128,128,1916,1894,128,1916,3036,Medium
1917,574,25,1917,1894,574,1917,2231.6,Small
1918,575,1,1918,1894,575,1918,2436.78,Small
1919,131,131,1919,1894,131,1919,2173.6,Small
1920,1240,483,1920,1894,1240,1920,1254.6,Small
1921,527,202,1921,1921,527,1921,3724.42,Medium
1922,477,462,1922,1921,580,1922,5203,Medium
1923,451,51,51,1921,451,874,3469.5,Medium
1924,452,203,1924,1921,452,1924,3148.2,Medium
1925,453,13,1925,1921,532,1925,2167.22,Small
1926,167,44,1926,1921,482,1926,6244.07,Medium
1927,168,45,1927,1921,401,368,5566,Medium
1928,169,188,1928,1921,456,1928,4368.96,Medium
1929,300,25,1929,1921,300,1929,4039.26,Medium
1930,537,116,1930,1921,537,1930,4420.32,Medium
1931,459,418,1931,1921,538,1931,2341.71,Small
1932,1404,188,1932,1921,1404,250,5110.98,Medium
1933,1405,25,1933,1921,1405,1054,6168,Medium
1934,542,143,1934,1921,542,879,4873.26,Medium
1935,464,464,1935,1921,464,1935,2120.14,Small
1936,178,25,1936,1921,544,1936,4236.14,Medium
1937,45,23,1937,1921,412,1937,1888.95,Small
1938,467,202,1938,1921,494,1938,1152.58,Small
1939,47,462,1939,1921,495,1939,2492.88,Small
1940,1712,44,1940,1921,1712,1940,1991.6,Small
1941,498,25,1941,1921,498,581,3953.18,Medium
1942,550,131,1942,1921,550,1942,3729.39,Medium
1943,599,21,21,1921,599,146,2617.16,Small
1944,106,106,1944,1944,106,1944,3983.5,Medium
1945,107,20,1945,1944,107,1945,3169.95,Medium
1946,108,108,1946,1944,108,1946,3899.5,Medium
1947,109,109,1947,1944,109,1947,1851.73,Small
1948,110,16,1948,1944,110,1948,2513.41,Small
1949,111,42,1949,1944,111,1949,2431.94,Small
1950,112,112,1950,1944,112,1950,1514.52,Small
1951,113,113,1951,1944,113,1951,3079.44,Medium
1952,114,114,1952,1944,114,1952,1900.36,Small
1953,115,115,1953,1944,115,1953,1974.06,Small
1954,116,116,1954,1944,116,1954,3703.46,Medium
1955,117,0,1955,1944,117,1955,1755.13,Small
1956,564,25,1956,1944,564,1956,4273.29,Medium
1957,119,119,1957,1944,119,1957,3984.96,Medium
1958,120,120,1958,1944,120,1958,2407.68,Small
1959,567,567,1959,1944,567,1959,1697.3,Small
1960,122,33,1960,1944,122,1960,2011.02,Small
1961,123,123,1961,1944,123,1961,2306.25,Small
1962,1083,27,1962,1944,1083,1962,1845,Small
1963,74,39,1963,1944,74,1963,2493.12,Small
1964,126,25,1964,1944,126,1964,1508.5,Small
1965,128,128,1965,1944,128,1615,2394.3,Small
1966,1966,44,1966,1944,1966,1966,3164.98,Medium
1967,340,44,1967,1944,340,1967,3351.09,Medium
1968,131,131,1968,1944,131,1968,3064.32,Medium
1969,132,121,1969,1944,132,1969,3891.81,Medium
1970,161,161,1970,1970,161,45,5448.8,Medium
1971,162,162,1971,1970,162,1971,5494.97,Medium
1972,163,44,1972,1970,163,739,6336.07,Medium
1973,164,49,1973,1970,164,63,2906.97,Small
1974,295,115,1974,1970,295,36,4767.7,Medium
1975,166,138,1975,1970,296,89,3819.56,Medium
1976,167,7,1976,1970,167,644,3861.75,Medium
1977,168,45,1977,1970,401,385,6319.35,Medium
1978,169,25,1978,1970,169,272,6996.42,Medium
1979,300,25,1979,1970,300,1259,6949.67,Medium
1980,171,171,1980,1970,171,288,4550,Medium
1981,405,128,1981,1970,405,233,4479.63,Medium
1982,173,24,1982,1970,173,115,5148,Medium
1983,174,174,1983,1970,174,281,2932.08,Small
1984,462,462,1984,1970,462,644,3159.75,Medium
1985,176,171,1985,1970,176,567,4297.32,Medium
1986,464,464,1986,1970,464,1986,7723.5,Large
1987,178,168,1987,1970,178,79,5497.65,Medium
1988,45,23,1988,1970,412,1988,4052.88,Medium
1989,467,65,1989,1970,467,31,3135.93,Medium
1990,20,10,10,1970,468,532,5013.54,Medium
1991,1161,25,1991,1970,1161,1376,5302.72,Medium
1992,182,182,1992,1970,182,1992,2931.98,Small
1993,549,25,1993,1970,549,1993,1757.91,Small
1994,472,44,1994,1970,472,30,6763.05,Medium
1995,418,418,1995,1970,418,1995,11739.7,Large
1996,185,20,1996,1970,185,1996,9240,Large
1997,552,481,1997,1997,552,1997,3241.5,Medium
1998,107,20,1998,1997,107,1998,1968.12,Small
1999,554,554,1999,1997,554,1999,4094.5,Medium
2000,109,109,2000,1997,109,2000,1853.32,Small
2001,110,16,2001,1997,110,2001,3392.84,Medium
2002,5,5,2002,1997,5,2002,1971.54,Small
2003,112,112,2003,1997,112,2003,2169.9,Small
2004,560,161,2004,1997,560,2004,2846.17,Small
2005,63,63,2005,1997,63,2005,2018.4,Small
2006,116,116,2006,1997,116,2006,2718.72,Small
2007,788,120,2007,1997,788,2007,1981.65,Small
2008,563,131,2008,1997,563,2008,3002.4,Medium
2009,564,25,2009,1997,564,2009,2948.16,Small
2010,14,14,2010,1997,14,2010,3357.49,Medium
2011,566,464,2011,1997,566,2011,1175.16,Small
2012,567,567,2012,1997,567,2012,2292.8,Small
2013,17,71,2013,1997,71,2013,3286.49,Medium
2014,123,123,2014,1997,123,2014,2333.7,Small
2015,1233,481,2015,1997,1233,2015,2675.05,Small
2016,74,39,2016,1997,74,2016,4361.4,Medium
2017,572,108,2017,1997,572,2017,2018.58,Small
2018,21,21,21,1997,21,669,3710.98,Medium
2019,128,128,2019,1997,128,2019,2847,Small
2020,574,25,2020,1997,574,2020,3006.12,Medium
2021,575,1,2021,1997,575,2021,2797.84,Small
2022,802,12,2022,1997,802,2022,3843.2,Medium
2023,577,174,2023,1997,577,2023,1351.08,Small
2024,578,45,2024,2024,578,2024,1689.03,Small
2025,527,202,2025,2024,527,2025,1654.56,Small
2026,477,462,2026,2024,580,2026,1528.58,Small
2027,479,377,2027,2024,479,2027,1013.48,Small
2028,480,4,2028,2024,480,2028,1442.26,Small
2029,453,481,2029,2024,481,2029,1163.05,Small
2030,167,44,2030,2024,482,2030,971.98,Small
2031,483,483,2031,2024,483,2031,902.66,Small
2032,169,188,2032,2024,456,2032,1295.97,Small
2033,587,28,2033,2024,587,2033,1534.72,Small
2034,486,34,2034,2024,486,2034,1185.3,Small
2035,2035,258,2035,2024,2035,2035,1698.78,Small
2036,41,41,2036,2024,41,2036,1381.05,Small
2037,542,143,2037,2024,542,2037,1340.46,Small
2038,694,374,2038,2024,694,2038,965.04,Small
2039,44,44,2039,2024,44,2039,1093.99,Small
2040,467,202,2040,2024,494,2040,3166.84,Medium
2041,47,462,2041,2024,495,2041,2143.68,Small
2042,1712,44,2042,2024,1712,2042,1717.64,Small
2043,498,25,2043,2024,498,2043,4086.29,Medium
2044,550,39,2044,2024,2044,2044,553.95,Small
2045,599,21,21,2024,599,2045,652.35,Small
2046,266,25,2046,2046,266,460,2921.62,Small
2047,368,31,2047,2046,368,871,5568.64,Medium
2048,188,188,2048,2046,188,2048,1939.8,Small
2049,370,182,2049,2046,370,2049,3784.8,Medium
2050,1245,32,2050,2046,1245,1082,2802.09,Small
2051,191,30,2051,2046,191,2051,2384.64,Small
2052,32,174,2052,2046,192,534,2915.66,Small
2053,113,374,2053,2046,374,877,5795.72,Medium
2054,34,71,2054,2046,375,13,3699.88,Medium
2055,142,142,2055,2046,142,172,2980.6,Small
2056,196,196,2056,2046,196,2056,5032.74,Medium
2057,277,177,2057,2046,277,79,4737.15,Medium
2058,198,25,2058,2046,379,252,6311.2,Medium
2059,199,44,2059,2046,381,65,3070.54,Medium
2060,120,44,2060,2046,200,1271,4797.39,Medium
2061,42,0,2061,2046,383,59,3832.38,Medium
2062,150,15,2062,2046,150,378,4641.48,Medium
2063,151,203,2063,2046,203,422,4000.26,Medium
2064,124,17,2064,2046,124,66,5325.76,Medium
2065,205,134,2065,2046,205,294,4618.69,Medium
2066,336,188,2066,2046,336,63,3182.97,Medium
2067,127,1,2067,2046,127,621,2603.04,Small
2068,208,44,2068,2046,208,2068,1408.96,Small
2069,725,25,2069,2046,725,2069,1972.11,Small
2070,1060,25,2070,2046,1060,2056,5207.75,Medium
2071,392,25,2071,2046,392,627,4253.2,Medium
2072,26,17,2072,2072,26,2072,2873,Small
2073,476,8,2073,2072,476,2073,2253.68,Small
2074,28,28,2074,2072,28,2074,3576.12,Medium
2075,478,21,21,2072,478,841,3276.13,Medium
2076,479,377,2076,2072,479,2076,1811.4,Small
2077,31,31,2077,2072,31,2077,3845.1,Medium
2078,453,481,2078,2072,481,646,2571.14,Small
2079,33,33,2079,2072,33,897,5035.11,Medium
2080,483,483,2080,2072,483,2080,2279,Small
2081,35,35,2081,2072,35,2081,3213.87,Medium
2082,36,36,2082,2072,36,2082,3532.23,Medium
2083,37,37,2083,2072,37,161,3406.59,Medium
2084,487,25,2084,2072,487,2084,3467.2,Medium
2085,894,131,2085,2072,894,2085,3628.94,Medium
2086,922,20,2086,2072,922,2086,4674.72,Medium
2087,41,41,2087,2072,41,2087,1656.69,Small
2088,1129,937,2088,2072,1129,78,5171.4,Medium
2089,43,43,2089,2072,43,178,3342.57,Medium
2090,44,44,2090,2072,44,2090,4884.88,Medium
2091,124,11,2091,2072,284,340,6267.69,Medium
2092,46,8,2092,2072,46,329,4424.16,Medium
2093,123,28,2093,2072,206,2093,1962.09,Small
2094,48,25,2094,2072,287,2094,6847,Medium
2095,49,49,2095,2072,49,2095,3476.8,Medium
2096,50,44,2096,2072,209,393,4592.61,Medium
2097,500,119,2097,2072,907,2097,2208.92,Small
2098,552,481,2098,2098,552,2098,1657.76,Small
2099,55,10,10,2098,55,2099,2479.21,Small
2100,783,25,2100,2098,783,2100,3565.92,Medium
2101,3,3,2101,2098,3,2101,2797.41,Small
2102,5,5,2102,2098,5,2102,3756,Medium
2103,63,63,2103,2098,63,2103,2840,Small
2104,10,10,10,2098,10,2104,1716.26,Small
2105,788,120,2105,2098,788,2105,3245.6,Medium
2106,563,131,2106,2098,563,2106,2760.94,Small
2107,13,13,2107,2098,13,2107,1808.4,Small
2108,14,14,2108,2098,14,2108,1682.37,Small
2109,566,464,2109,2098,566,2109,1491,Small
2110,793,196,2110,2098,793,2110,1666.35,Small
2111,17,71,2111,2098,71,2111,3666.08,Medium
2112,18,5,2112,2098,2112,2112,2916.2,Small
2113,1233,481,2113,2098,1233,2113,2616.98,Small
2114,20,114,2114,2098,1584,2114,3390.8,Medium
2115,798,554,2115,2098,798,2115,3146.5,Medium
2116,21,21,21,2098,21,2116,1561.5,Small
2117,22,14,2117,2098,22,657,10039.6,Large
2118,574,25,2118,2098,574,2118,3167,Medium
2119,575,1,2119,2098,575,2119,3521.25,Medium
2120,802,12,2120,2098,802,2120,4219.28,Medium
2121,577,174,2121,2098,577,2121,3581.76,Medium
2122,161,161,2122,2122,161,2122,2130.01,Small
2123,162,162,2123,2122,162,2123,2063.06,Small
2124,163,44,2124,2122,163,2124,2008.13,Small
2125,164,49,2125,2122,164,2125,2004.77,Small
2126,4,4,2126,2122,4,2126,1543.3,Small
2127,166,51,51,2122,166,2127,2269.92,Small
2128,6,6,2128,2122,6,2128,1991.92,Small
2129,168,168,2129,2122,168,2129,2916.76,Small
2130,9,9,2130,2122,9,2130,2027.52,Small
2131,171,171,2131,2122,171,2131,3235.18,Medium
2132,172,106,2132,2122,172,2132,2062.94,Small
2133,1102,9,2133,2122,1102,2133,3317.78,Medium
2134,1202,121,2134,2122,1202,2134,3913.69,Medium
2135,175,175,2135,2122,175,2135,3608.64,Medium
2136,176,171,2136,2122,176,2136,3524.8,Medium
2137,16,16,2137,2122,16,2137,2586.88,Small
2138,178,168,2138,2122,178,2138,4753.49,Medium
2139,179,258,2139,2122,258,2139,3684.67,Medium
2140,467,65,2140,2122,467,49,5715.4,Medium
2141,20,1,2141,2122,547,47,3098.7,Medium
2142,1161,25,2142,2122,1161,2142,2670.92,Small
2143,182,182,2143,2122,182,155,5154.41,Medium
2144,549,25,2144,2122,549,49,4894.17,Medium
2145,472,44,2145,2122,472,2145,2472.6,Small
2146,26,17,2146,2146,26,179,3224.31,Medium
2147,134,134,2147,2146,134,555,3667.52,Medium
2148,28,28,2148,2146,28,2148,4141.33,Medium
2149,29,5,2149,2146,29,46,2829.58,Small
2150,371,128,2150,2146,371,859,3068.55,Medium
2151,138,138,2151,2146,138,121,2634.96,Small
2152,32,108,2152,2146,139,838,2436.72,Small
2153,113,374,2153,2146,374,195,4607.36,Medium
2154,34,34,2154,2146,34,2154,3598.99,Medium
2155,142,142,2155,2146,142,2155,3964.1,Medium
2156,143,143,2156,2146,143,168,2244.9,Small
2157,144,44,2157,2146,144,2157,2793,Small
2158,38,38,2158,2146,38,10,4133.64,Medium
2159,39,143,2159,2146,146,2159,3900.6,Medium
2160,40,21,21,2146,40,2160,2743.04,Small
2161,148,18,2161,2146,148,2161,2402.07,Small
2162,42,42,2162,2146,42,2162,2178.54,Small
2163,150,15,2163,2146,150,297,3155.04,Medium
2164,151,35,2164,2146,151,2164,2366.28,Small
2165,124,11,2165,2146,284,2165,1963.6,Small
2166,153,44,2166,2146,1736,871,4746.28,Medium
2167,123,28,2167,2146,206,525,6386.94,Medium
2168,48,25,2168,2146,287,382,4428,Medium
2169,208,44,2169,2146,208,373,4044.04,Medium
2170,50,44,2170,2146,209,2170,2708.42,Small
2171,52,52,2171,2146,52,373,2904.72,Small
2172,53,14,2172,2146,160,2172,3553.88,Medium
2173,0,0,2173,2173,0,2173,1858,Small
2174,55,10,10,2173,55,999,2461.36,Small
2175,783,25,2175,2173,783,1776,2642.01,Small
2176,3,3,2176,2173,3,2176,3098.7,Medium
2177,5,5,2177,2173,5,483,3244.36,Medium
2178,7,7,2178,2173,7,2178,4351.16,Medium
2179,63,63,2179,2173,63,2179,3675.86,Medium
2180,10,10,10,2173,10,1021,2475.27,Small
2181,788,120,2181,2173,788,382,4177.49,Medium
2182,563,131,2182,2173,563,741,3282.28,Medium
2183,13,13,2183,2173,13,2183,2477.21,Small
2184,14,14,2184,2173,14,2184,1883.93,Small
2185,15,15,2185,2173,15,2185,3658.93,Medium
2186,793,196,2186,2173,793,153,2856.88,Small
2187,17,71,2187,2173,71,2187,1917.84,Small
2188,18,18,2188,2173,18,642,5305.36,Medium
2189,19,0,2189,2173,19,2189,2875.95,Small
2190,20,114,2190,2173,1584,880,6482.85,Medium
2191,798,554,2191,2173,798,2191,3733.82,Medium
2192,182,182,2192,2173,182,106,6576.5,Medium
2193,22,14,2193,2173,22,98,6353.27,Medium
2194,2194,30,2194,2173,2194,2194,4175.6,Medium
2195,802,12,2195,2173,802,327,4992.61,Medium
2196,577,174,2196,2173,577,752,4764.6,Medium
2197,161,161,2197,2197,161,2197,1173.15,Small
2198,162,162,2198,2197,162,2198,1384.46,Small
2199,163,44,2199,2197,163,2199,1327.59,Small
2200,3,3,2200,2197,3,2200,1109.8,Small
2201,4,4,2201,2197,4,2201,1239,Small
2202,166,51,51,2197,166,2202,1035.58,Small
2203,6,6,2203,2197,6,2203,1545.64,Small
2204,1675,25,2204,2197,1675,2204,1517.54,Small
2205,9,9,2205,2197,9,2205,1731.84,Small
2206,250,6,2206,2197,250,2206,1695.49,Small
2207,11,11,2207,2197,11,2207,1045.98,Small
2208,1102,9,2208,2197,1102,2208,1738.08,Small
2209,1202,121,2209,2197,1202,2209,651.8,Small
2210,175,175,2210,2197,175,2210,988.47,Small
2211,15,15,2211,2197,15,2211,1518.11,Small
2212,16,16,2212,2197,16,2212,1013.76,Small
2213,178,168,2213,2197,178,2213,1549.8,Small
2214,179,258,2214,2197,258,2214,1108.38,Small
2215,467,65,2215,2197,467,172,4102.56,Medium
2216,20,1,2216,2197,547,640,3713.16,Medium
2217,1161,25,2217,2197,1161,2217,1513.54,Small
2218,182,162,2218,2197,2218,2218,2317.44,Small
2219,549,25,2219,2197,549,2219,3298.4,Medium
2220,472,44,2220,2197,472,2220,1826.96,Small
2221,24,24,2221,2197,24,2221,1206.9,Small
2222,266,25,2222,2222,266,2222,1666.7,Small
2223,134,134,2223,2222,134,2223,1560.44,Small
2224,188,188,2224,2222,188,2224,2337.75,Small
2225,370,182,2225,2222,370,2225,1103.76,Small
2226,371,128,2226,2222,371,2226,2617.85,Small
2227,191,30,2227,2222,191,2227,2207.52,Small
2228,32,108,2228,2222,139,2228,3165.5,Medium
2229,113,374,2229,2222,374,2229,2071.41,Small
2230,34,71,2230,2222,375,2230,1385.28,Small
2231,142,142,2231,2222,142,2231,1621.62,Small
2232,377,377,2232,2222,377,2232,1931.65,Small
2233,144,44,2233,2222,144,2233,1244.53,Small
2234,198,25,2234,2222,379,2234,1704.5,Small
2235,39,143,2235,2222,146,2235,1753.2,Small
2236,199,44,2236,2222,381,2236,1666.7,Small
2237,148,18,2237,2222,148,2237,1710.89,Small
2238,42,0,2238,2222,383,2238,2326.5,Small
2239,150,15,2239,2222,150,2239,2316,Small
2240,151,35,2240,2222,151,2240,1727.1,Small
2241,124,17,2241,2222,124,387,8844.12,Large
2242,153,44,2242,2222,1736,2242,2424,Small
2243,336,188,2243,2222,336,2243,1535.49,Small
2244,127,1,2244,2222,127,50,6358.68,Medium
2245,208,44,2245,2222,208,2245,1329.4,Small
2246,725,25,2246,2222,725,2246,1701.76,Small
2247,1060,25,2247,2222,1060,2247,2259.72,Small
2248,392,25,2248,2222,392,2248,925.3,Small
2249,53,14,2249,2222,160,2249,482.13,Small
2250,266,25,2250,2250,266,2250,3227.63,Medium
2251,2251,571,2251,2250,2251,2251,1711.26,Small
2252,188,188,2252,2250,188,2252,2054.36,Small
2253,189,44,2253,2250,189,2253,3131.94,Medium
2254,1245,32,2254,2250,1245,2254,1681.35,Small
2255,191,30,2255,2250,191,2255,2351.36,Small
2256,32,174,2256,2250,192,2256,1408,Small
2257,113,374,2257,2250,374,2257,2445.6,Small
2258,34,71,2258,2250,375,2258,1804.44,Small
2259,142,142,2259,2250,142,2259,2544.75,Small
2260,196,196,2260,2250,196,2260,1056.4,Small
2261,277,177,2261,2250,277,2261,2801.4,Small
2262,198,182,2262,2250,198,2262,1988.4,Small
2263,199,18,2263,2250,199,2263,2908.35,Small
2264,120,44,2264,2250,200,2264,2147.4,Small
2265,42,0,2265,2250,383,2265,2099.63,Small
2266,122,202,2266,2250,202,2266,2315.18,Small
2267,151,203,2267,2250,203,2267,2327.15,Small
2268,124,17,2268,2250,124,12,5377.4,Medium
2269,205,134,2269,2250,205,2269,2626.01,Small
2270,126,25,2270,2250,126,167,4406.4,Medium
2271,127,1,2271,2250,127,65,4301.22,Medium
2272,208,44,2272,2250,208,2272,2986.5,Small
2273,725,25,2273,2250,725,2273,1587.08,Small
2274,1060,25,2274,2250,1060,2274,1808.4,Small
2275,211,13,2275,2250,211,2275,1193.04,Small
2276,26,17,2276,2276,26,2276,3403.35,Medium
